title,imdbRating,ratingCount,duration,year,nrOfWins,nrOfNominations,nrOfPhotos,nrOfNewsArticles,nrOfUserReviews,nrOfGenre
Babylon 5: The First StepTV Movie,7.7,4879,5640,1998,0,0,14,0,28,3
The legend of the ocean pianist,8.1,31638,9900,1998,17,6,40,5,227,3
Lost in Space,5,51585,7800,1998,1,11,83,254,364,3
Second League - The Indians of Cleveland are back,4.4,4952,6000,1998,0,0,16,30,41,2
The mask of Zorro,6.7,110376,8160,1998,7,15,93,216,307,3
The Million Dollar Hotel,5.9,16935,7320,2000,1,4,22,15,179,3
The uncle of Mars,4.9,9389,5640,1999,0,0,33,24,69,3
A Night at the Roxbury,6.2,42268,4920,1998,0,0,28,75,233,1
Love in every relationship,6,13516,6660,1998,1,1,39,52,127,3
Gold smuggling to Virginia,6.8,1273,6300,1940,0,0,8,6,27,3
The opposite of sex,6.5,17151,6300,1998,12,15,27,90,178,1
Palmetto,5.9,6113,6840,1998,0,0,16,7,49,3
Senseless,5.9,8925,5580,1998,0,0,21,5,33,2
Species II,4.2,19873,5580,1998,0,0,59,21,154,3
The Westerner,7.5,2969,6000,1940,1,2,12,12,45,3
Star Trek: The uprising,6.4,47589,6180,1998,2,5,72,18,492,3
From Dusk Till Dawn 2: Texas Blood MoneyVideo ,3.9,11332,5280,1999,1,0,11,30,154,3
Titus,7.3,15779,9720,1999,4,14,37,172,286,3
John Carpenters Vampires,6.1,36444,6480,1998,3,4,57,124,390,3
Velvet Goldmine,7,23764,7440,1998,4,7,39,184,310,2
Wyoming,6.6,87,5280,1940,0,0,0,0,2,1
Leslie Nielsen is very suspicious,5.9,15102,5220,1998,0,0,22,13,95,3
Zero Effect,7.1,11467,6960,1998,0,0,14,39,148,3
Fantasia 2000,7.3,22102,4440,1999,4,6,71,117,175,3
Whirlwind of love,7.9,6599,6660,1941,0,0,13,33,77,2
Corpse Bride - Wedding with a corpse,7.4,140333,4620,2005,9,17,76,746,450,3
Buster Keaton as a convict,7.1,1474,1200,1920,0,0,2,0,14,2
The Marx Brothers in the department store,6.6,3252,4980,1941,0,0,21,5,37,2
Baazi,6.7,1026,10980,1995,0,0,0,0,3,3
Gadjo Dilo - Beloved stranger,7.6,5341,6120,1997,10,4,14,0,35,3
Coming SoonVideo,5.7,98,3300,1982,0,0,2,0,2,3
A perfect husband,6.9,11335,5820,1999,5,14,48,60,131,2
Istoria mias kalpikis liras,8.4,1060,7620,1955,0,0,0,0,5,3
Eggsodo,7.4,1603,6000,1997,7,10,0,0,5,2
Why Do Fools Fall in Love,6.2,2517,6960,1998,2,4,40,18,27,3
Heung Gong jai jo,7.7,1128,6480,1997,14,7,4,0,10,3
The bride came by cash on delivery,7.1,1729,5520,1941,0,0,13,0,36,2
The man in the elevator,5.4,157,5400,1997,1,2,0,0,2,1
Two Girls and a Guy,5.6,5364,5040,1997,0,0,13,22,100,2
Buck Privates,7.4,2807,5040,1941,0,0,7,41,42,2
Eve and the last gentleman,6.5,41484,6720,1999,0,0,47,84,229,3
Eruption,7.6,88,4920,1977,1,0,0,0,4,3
For the life of a friend,6.9,10455,6660,1998,0,0,48,69,125,3
I Think I Do,6.8,1333,5400,1997,0,0,17,96,42,1
Paulie - A chatterbox makes its way,6.4,9836,5460,1998,2,5,48,6,57,3
Pitch,6.7,474,4860,1997,1,0,5,11,8,1
Just talk a little,7,698,840,1997,0,0,0,0,5,2
Doctor and demon,6.9,5236,5400,1941,0,0,7,7,72,3
Santitos,6.8,445,6300,1999,8,11,7,0,11,2
Cross and queer,6.6,2618,5760,1998,1,2,9,4,45,2
Waking the Dead,6.8,5441,6300,2000,0,0,12,62,103,3
Jackie Chan is a nobody,6.8,22175,7200,1998,1,4,30,0,123,3
I just can not wait it,6.5,32976,6000,1998,0,0,87,160,243,2
Jay and the monkey gang,6.2,386,6060,1998,3,1,6,0,8,2
em @ il for you,6.5,122420,7140,1998,5,7,59,244,544,3
The adventurer,6.6,622,4740,1941,0,0,7,5,12,2
Crazy for Mary,7.1,208660,7140,1998,17,11,98,416,601,2
Eastwood on EastwoodTV Movie ,7.1,201,4080,1997,0,0,2,4,3,2
I still remember what you did last summer,4.5,46536,6000,1998,3,7,79,58,409,3
Zatôichi senryô-kubi,7.4,642,4980,1964,0,0,3,3,7,2
Tom,5.6,108,4920,1973,0,0,3,0,5,1
dinosaur,6.4,30562,4920,2000,4,19,64,38,234,3
Bowfinger&#39;s big number,6.4,50568,5820,1999,0,0,105,101,352,1
Hindenburg Disaster Newsreel Footage,7.2,345,300,1937,1,0,0,0,3,2
Dr. Jekyll and Mr. Hyde,7.1,2796,2940,1920,0,0,16,9,48,3
49th Parallel,7.5,3645,7380,1941,0,2,11,0,57,3
I Got the Hook Up,3.8,1433,5580,1998,0,0,8,0,37,1
Inside Nazi Germany,6.4,116,960,1938,1,0,0,0,2,3
The Fast Money - The Nick Leeson Story,6.3,6805,6060,1999,0,0,16,9,46,3
Wing Commander,4,13234,6000,1999,0,0,18,53,335,3
The sports cannons,6.6,42932,6180,1998,0,0,56,0,189,2
All This and World War II,6.1,124,5280,1976,0,0,3,0,20,3
Corrected Mrs. Tingle,5.2,15612,5760,1999,0,0,55,24,163,2
New Rose Hotel,4.7,3165,5580,1998,2,2,4,22,74,3
Vacation from the sky,7.8,3487,5640,1941,2,5,5,13,45,3
Annabell and the flying reindeer video,7,815,3240,1997,0,0,11,0,7,3
Rugrats - The movie,5.8,11114,4740,1998,2,6,59,41,62,3
The talented Mr. Ripley,7.3,113354,8340,1999,15,53,60,339,681,3
The Sweater,7.5,400,600,1980,1,0,2,0,10,3
Mystery - New York: A game of honor,6.6,20197,7140,1999,0,0,31,21,120,3
We&#39;ll get you too!,5.5,15089,5040,1998,1,1,37,63,229,3
Dream couples: Duets,6,7421,6720,2000,0,0,32,112,119,3
Psycho Sisters,4.1,197,5760,1998,0,0,2,0,5,2
race,5.4,1643,5820,1998,0,0,2,3,37,3
Three men and one leg,7.4,3616,6000,1997,2,1,0,0,13,1
Venus Nobody,6.9,770,6120,1989,0,0,9,0,14,3
Bang Boom Bang-Ein todsicheres Ding,7.7,5678,6600,1999,2,0,5,0,20,3
Fuzzy out of bounds and tape,6.4,32,3420,1940,0,0,0,0,4,3
English Babu Desi Mem - The boy from England and the Indian girl,4.7,1200,10200,1996,0,0,0,0,7,3
Koyla,6.2,4097,9960,1997,0,0,5,22,19,3
Maya,5.8,1152,7800,1993,0,0,0,0,8,3
Seductive trap,6.2,73111,6780,1999,4,5,95,88,269,3
Santa and the Ice Cream Bunny,1.3,666,5760,1972,0,0,0,0,37,2
The killer hand,6.2,29990,5520,1999,0,0,39,210,191,3
Kurt & Courtney,6.2,4197,5700,1998,1,1,20,2,85,3
Eternal Eve,7.8,745,5400,1941,0,0,3,7,23,3
Hell,5,6053,5700,1999,0,0,9,39,73,3
Go! Life begins at 3:00 in the morning,7.3,54648,6120,1999,5,7,62,20,414,3
Lake Placid,5.6,35274,4920,1999,0,0,68,89,355,3
Visit to the sea,6.9,1510,3120,1997,0,0,4,7,35,1
A true crime,6.5,21417,7620,1999,0,0,53,185,166,3
Last night of love,7.4,362,6600,1979,0,0,0,0,1,2
Wilhelm the Conqueror,7.1,85,10800,1982,0,0,4,0,2,2
The Thirteenth Floor,7,40589,6000,1999,0,0,37,68,292,3
The Compassionate,7.1,18,5520,1969,0,0,0,0,0,1
Air Bud: Golden Receiver,4.3,3612,5400,1998,0,0,25,7,19,3
Any Bonds Today?,5.9,202,180,1942,0,0,2,0,8,3
Palwolui Christmas,7.8,2406,5820,1998,4,3,0,0,27,2
Central Station,8,25601,6480,1998,35,11,26,219,253,1
In the stormy way,5.3,22877,6300,1999,2,5,56,38,178,2
Jack Frost - The coolest dad in the world!,5.1,19212,6060,1998,0,0,55,36,94,3
Inspector Gadget,4.1,30306,4680,1999,1,7,49,135,226,3
Wild Man Blues,7,1727,6300,1997,3,2,15,6,23,2
Corruptor - In the sign of corruption,6,13823,6600,1999,0,0,52,6,125,3
Resurrection - The resurrection,6.1,6568,6180,1999,0,0,6,37,107,3
Batman &amp; Mr. Freeze: EiszeitVideo,7.2,5930,4200,1998,1,1,15,3,39,3
Playboy Celebrity Centerfold: Jessica HahnVideo ,5.8,42,3180,1992,0,0,2,0,0,1
Xiao Wu,7.5,984,6480,1997,6,1,0,0,9,1
Chucky and his bride,5.3,32924,5340,1998,3,5,40,185,284,3
I love you,6.2,14630,5640,1999,0,0,36,164,207,1
Family Klumps and the crazy professor,4.3,33627,6360,2000,2,12,156,51,164,3
Carrie 2 - Revenge,4.5,11604,6240,1999,0,0,41,48,241,3
Highlander: Endgame,4.5,13932,5220,2000,0,0,28,39,352,3
Sunshine - A touch of sunshine,7.5,10052,10860,1999,11,13,31,40,117,3
Tangents,2.3,2274,5340,1994,1,0,0,0,84,1
Stigmata,6.2,48481,6180,1999,0,0,44,52,391,2
Two Hands,7.2,7107,6180,1999,15,12,7,39,102,3
Austin Powers - spy in secret missionary position,6.6,151211,5700,1999,16,27,173,132,778,3
Hellene,7.6,58,5700,1972,0,0,0,0,1,2
Babylon 5: The River of SoulsTV Movie,6.5,2618,5640,1998,0,0,5,0,14,3
Lara Croft: Tomb Raider,5.7,126134,6000,2001,3,12,60,2195,819,3
Gloomy legends,5.4,41260,5940,1998,0,0,56,148,417,3
Aladdin and the Wonderful Lamp,6.1,85,480,1934,0,0,2,0,2,3
Babylon 5: Weapons BrothersTV Movie,7.1,3360,5640,1999,0,0,8,0,20,3
High Fidelity,7.6,121319,6780,2000,4,19,78,751,584,3
The voice of her life,7,12651,5820,1998,4,22,27,9,156,3
Never Give a Sucker an Even Break,7.5,1412,4260,1941,0,0,0,0,30,2
The heartbreaker,4,49,6000,1983,0,0,0,0,0,1
Still Crazy,7.1,5796,5700,1998,2,3,40,22,91,3
The swan princess and the enchanted kingdom,5.5,922,4260,1998,0,0,10,0,10,3
Deep Blue Sea,5.7,82992,6300,1999,2,3,110,409,629,3
Three palm trees for two bitangas and a fish,7.5,1376,6180,1998,0,0,0,0,3,1
Chords of love,7.2,3717,7140,1941,1,0,54,10,74,2
Aashiqui,6.2,882,9120,1990,4,0,0,0,8,3
All the beautiful horses - All the Pretty Horses,5.8,10262,6960,2000,2,12,50,138,181,3
double murder,6.3,48472,6300,1999,1,3,100,162,327,3
Get out of Åmål,7.7,37908,5340,1998,19,8,14,71,312,3
The Godfather Trilogy: 1901-1980Video ,9,11215,34980,1992,0,0,6,0,19,3
The Metro-Goldwyn-Mayer Story,6.9,51,3600,1951,0,0,0,0,3,1
The sea wolf,7.6,1975,6000,1941,0,1,5,8,35,2
The miracle of P. Tinto,7.3,2171,6360,1998,5,2,3,0,10,1
My name is Joe,7.5,5317,6300,1998,12,10,27,60,44,2
Never Been Kissed,6,57044,6420,1999,2,8,39,237,343,3
Ram Teri Ganga Maili,6.8,544,10680,1985,5,0,4,14,10,3
Sissy Sheriff,5.6,20,360,1967,0,0,0,0,0,3
Language,6.8,2994,10740,1999,15,0,0,0,29,2
Taxi,6.9,52081,5160,1998,3,5,22,46,109,3
Wirey Spindell,4.5,384,6060,2000,0,0,4,0,14,1
idiots,6.9,19533,7020,1998,5,4,17,8,137,2
8 ½ Women,5.8,3045,7080,1999,0,0,15,0,44,2
The shadow of the skinny man,7.3,3142,5820,1941,0,0,12,5,26,3
A wild mess,5.3,5290,5160,1998,0,0,11,49,45,2
The sugar sweet death,5.3,15028,4680,1999,0,0,32,101,180,3
Wishmaster 2 - The evil never diesVideo,5.2,4820,5760,1999,0,0,23,3,86,2
The Eternal Jew,4.7,1371,3720,1940,0,0,0,0,31,2
Neighbors,7.7,1808,1080,1920,0,0,0,0,10,3
Billing in Shanghai,6.8,1757,5700,1941,0,0,5,5,56,3
The last night,7.3,7492,5700,1998,12,20,18,12,145,3
The Suburbans - The Beat Goes On,4.3,1843,4860,1999,0,0,5,0,20,2
The children of Beirut,7.7,1870,6300,1998,8,2,12,11,49,3
2002 - Crazy in space,3.2,8408,5940,2000,0,0,4,0,90,2
Damned country,7,1006,5880,1941,0,0,3,0,26,3
Sweet and Lowdown,7.3,23552,5700,1999,3,11,20,96,140,3
Kidô senshi Gandamu,7.5,605,8220,1981,0,0,14,0,2,3
Kidô senshi Gandamu II: Ai senshihen,7.4,434,8340,1981,0,0,14,0,1,3
Kidô senshi Gandamu III: Meguriai sorahen,7.7,469,8640,1982,0,0,14,0,3,3
Sullivan's Travels,8.2,14709,5400,1941,2,0,18,34,123,3
The Art of War,5.7,23127,7020,2000,2,9,29,85,163,2
D-Tox - In the eye of fear,5.2,17069,5760,2002,0,0,14,11,134,3
A Dog of Flanders,6.3,711,6000,1999,1,1,11,0,20,2
Into the Breach: 'Saving Private Ryan'Video ,6.8,294,1500,1998,0,0,0,0,7,2
An ordinary thief,6.4,9937,5580,2000,0,0,24,13,67,2
Depth of yearning,5.5,2477,6300,2000,0,0,12,2,38,3
One like no,5.8,54208,5700,1999,8,5,34,148,383,2
It can always be worse!,5.4,10795,5640,2001,0,0,37,0,78,2
Tarzan&#39;s secret treasure,7,2054,4860,1941,0,0,4,0,14,3
Trick,7.2,5928,5340,1999,2,2,11,31,123,3
The Kaiser and his assassin,7.3,4927,9720,1998,3,8,9,9,58,2
Get Real - From Man to Man,7.8,8982,6480,1998,6,3,23,111,144,3
That Uncertain Feeling,6.9,1350,5040,1941,0,0,7,2,13,1
Jurassic Park III,5.9,154092,5520,2001,5,8,159,574,1187,3
The chill factor,5.2,7891,6120,1999,0,0,29,19,92,3
His last command,7.3,3649,8400,1941,0,0,14,12,94,3
Hollow Man - Invisible danger,5.7,88613,6720,2000,7,9,152,140,611,3
The stop,6.4,74676,7440,2002,2,4,91,381,559,3
Duplicate,5.4,3510,9840,1998,0,0,2,11,10,3
Vidocq,6.5,15947,5880,2001,7,2,17,2,68,3
Alice in Wonderland TV Movie,6.2,5536,9000,1999,2,6,34,72,82,3
Kenka karate kyokushinken,6.7,284,5100,1977,0,0,0,0,7,3
Highway,6.3,4402,5820,2002,0,0,4,15,66,2
Detroit Rock City,6.8,27539,5700,1999,0,0,128,144,187,2
Interstate 60,7.7,19711,6960,2002,2,5,3,2,121,3
The Limey,7.1,21823,5340,1999,2,8,37,258,236,3
The strange love life of earthlings,6.4,5162,5280,1999,0,0,4,0,43,2
The Thorn,6.5,43,5580,1971,0,0,0,0,5,1
One Week,8.2,3574,1500,1920,1,0,0,0,26,2
Weekend for Three,6.1,92,3900,1941,0,0,0,0,4,1
The House That Shadows Built,7.3,36,3300,1931,0,0,0,0,2,1
Monkeybone,4.7,12611,5580,2001,0,0,30,37,169,3
Do not tell anybody,7.1,1103,7200,1998,0,0,2,17,20,2
Long live Ned Devine!,7.4,19071,5460,1998,8,8,41,149,204,1
Anna and the king,6.7,27566,8880,1999,0,10,60,21,211,3
The wolf man,7.4,12731,4200,1941,1,0,29,445,175,2
Charlie - A Heavenly Christmas StoryVideo,3.7,714,4380,1998,0,0,12,0,8,3
Belles enchanting world video,5.4,940,5520,1998,0,0,18,2,10,3
The best father in the world,5,3068,5520,1998,0,0,13,3,17,3
Progeny,4.7,973,5880,1998,0,0,6,5,35,2
Superstar - Dare to dream,4.9,12938,4860,1999,0,0,43,95,156,1
Thunderbirds,4.2,9616,5700,2004,0,0,39,40,222,3
Alice in the Mirror Country TV Movie,5.8,981,4980,1998,0,0,0,0,23,2
Die Silicon Valley StoryTV Movie ,7.2,16834,5700,1999,1,3,15,62,89,2
You'll Never Get Rich,6.9,1294,5280,1941,0,0,8,2,20,3
Antwone Fisher,7.3,22475,7200,2002,18,19,83,124,154,3
Girl in the spotlight,6.8,1536,7920,1941,0,0,3,15,42,3
Shin seiki Evangelion Gekijô-ban: Shito shinsei,7.6,5593,6060,1997,1,0,7,0,30,3
Winnie the Pooh and I-Aah&#39;s birthday,7.1,819,1500,1983,0,0,10,3,12,3
Hamlet,6,7294,6720,2000,1,2,20,2,164,3
Babes on Broadway,6.8,797,7080,1941,0,0,2,21,28,3
Nurse Betty - Dangerous dreams,6.3,28188,6600,2000,5,13,32,80,261,3
Timmy and the secret of NimhVideo,3.4,1023,3960,1998,0,0,23,0,55,3
The Story of the Dorothy DandridgeTV Movie,7,2317,6660,1999,18,18,29,79,43,3
The end of an affair,7.2,15401,6120,1999,3,22,40,126,162,2
Wedding in Indian,7.9,20445,10620,1998,12,0,7,0,85,3
Major Saab,5.1,1213,9900,1998,0,0,2,6,1,3
Battle for Midway,6.6,514,1080,1942,0,0,0,3,9,3
Tum mere ho,5.6,302,7740,1990,0,0,0,0,0,3
Document of the Dead,6.7,471,5460,1985,0,0,2,33,13,2
For the homeland,7.4,140,11520,1977,0,0,0,0,2,2
Dawn,3.5,674,5100,1999,0,0,4,0,9,2
Whipped - Nibbled,4.4,3552,4920,2000,0,0,24,0,80,2
The Big Street,6.4,759,5280,1942,0,0,2,2,37,2
Aldrich Ames: Traitor WithinTV Movie ,6.4,243,6000,1998,0,0,2,0,9,2
It started in September,5.4,17387,6180,2000,0,0,36,25,177,1
Gorugo 13,6.7,102,6240,1973,0,0,5,0,0,3
Scary Movie,6.2,152224,5280,2000,7,5,30,1232,879,1
Heroes of the skies,6.5,843,6840,1942,0,0,13,0,23,3
Patthar Ke Sanam,7.1,68,8160,1967,0,0,0,0,0,3
Travel Time TV Movie,7.3,648,3720,1983,0,0,0,0,3,1
Challenge the Wilderness,5.9,80,660,1951,0,0,0,0,1,2
Hollywood Aliens & MonstersTV Movie ,6,103,5880,1997,1,0,2,0,2,1
With all hardness,5.3,538,6240,2000,0,0,11,2,7,2
Dickson Experimental Sound Film,6.8,965,22,1894,1,0,0,0,17,1
Has Anybody Here Seen Canada? A History of Canadian Movies 1939-1953TV Movie ,6,42,5100,1979,0,0,0,0,0,2
Mansfield Park,7.1,11988,6720,1999,0,0,47,70,174,3
Cat people,7.5,10129,4380,1942,1,2,16,63,127,3
Because I am a girl,6.5,17035,5100,1999,2,2,12,49,183,2
I Aliki sto Naftiko,6.3,625,5400,1961,0,0,0,0,6,3
The Corpse Vanishes,4.2,1812,3840,1942,0,0,21,7,69,2
L&#39;an 01,5.6,271,5400,1973,0,0,3,0,2,1
cat Catcher,8.3,5800,5760,1986,0,0,4,0,17,3
Quills - power of obsession,7.4,39696,7440,2000,19,34,37,86,307,2
Women Talking Dirty,6.3,486,5820,1999,0,0,5,0,10,1
Another Zika dynasty,7.3,595,5400,1986,0,0,0,0,1,1
In China they eat dogs,7.6,13338,5460,1999,3,2,2,5,39,3
The Dawn Express,4.7,72,3240,1942,0,0,0,0,3,3
Bossa Nova,6.5,1475,5700,2000,0,0,8,40,28,3
Good Vibrations - Sex from the other star,5.6,7342,6300,2000,0,0,26,0,87,2
American Movie,7.9,12139,6420,1999,3,3,7,7,138,1
Bar HoppingTV Movie ,4.1,140,5340,2000,0,0,4,0,10,1
The diamond cop,6.2,52182,5580,1999,0,0,42,38,140,3
Sabotage Order Berlin,6.9,1204,6420,1942,0,0,5,5,32,3
Est-Ouest - A love in Russia,7.5,3562,7260,1999,6,6,8,3,49,3
Stealth Fighter,3.6,703,5280,1999,0,0,10,6,36,2
Almost Famous - Almost Famous,8,171052,7320,2000,51,80,36,1090,784,3
Ri $ iko - The fastest way to wealth,7,35977,7200,2000,1,7,66,152,238,3
Copy Shop,7.4,1118,720,2001,32,3,5,0,6,3
The Fleet's In,6.9,246,5580,1942,0,0,0,0,20,2
Miles Turns 21TV Movie ,4.5,6,2760,1990,0,0,0,0,0,1
Mission to Mars,5.5,52891,6840,2000,0,0,94,79,936,3
Girl in the night traffic,5.7,63,4140,1976,0,0,0,0,2,1
The mirror,7.4,299,9600,1993,0,0,0,0,1,2
Company leaping,6.8,2158,5400,1942,0,0,20,25,34,3
Knight out of passion,6.9,113302,7920,2001,4,10,99,194,642,3
Taxi Taxi,6.4,33859,5280,2000,1,0,22,9,51,3
The Nazis Strike,7.2,477,2460,1943,2,0,3,0,9,3
snow Day,4.9,7746,5340,2000,0,0,64,40,82,3
Our home,7.1,896,5580,1942,0,0,0,0,28,1
Wonder Boys,7.4,50459,6420,2000,22,34,42,195,329,2
Pups - no child&#39;s play,6.1,1407,5940,1999,2,2,3,0,52,3
Food and Magic,5.3,16,600,1943,0,0,0,0,1,2
Haunted Hill,5.6,39849,5580,1999,1,2,46,152,529,3
Meikyû monogatari,7.3,1020,3000,1987,0,0,0,0,7,3
The Ghost of Frankenstein,6.1,2985,4020,1942,0,0,6,7,76,3
All well,6.7,114,6660,1978,3,1,0,0,1,1
Blair Witch Project,6.4,153350,4860,1999,11,17,61,1892,3361,2
Buena Vista Social Club,7.6,11075,6300,1999,18,8,34,57,78,2
Space Cowboys,6.4,50897,7800,2000,4,6,110,173,320,3
Bounce - A chance for love,5.7,15376,6360,2000,2,2,30,59,159,2
Blade II,6.7,123845,7020,2002,7,7,86,376,538,3
Birthday Girl - Bride to order,6.1,19491,5580,2001,1,0,21,10,151,3
A Christmas CarolTV Movie ,6.9,156,3480,1977,0,0,0,0,8,2
Human Traffic,7,16445,5940,1999,10,6,27,55,158,2
Grand Central Murder,6.6,446,4380,1942,0,0,0,0,19,3
More,8.3,3779,360,1998,9,2,4,0,34,3
The Big Day,4.7,230,5280,2001,0,0,0,0,1,1
Mighty Like a Moose,7.2,344,1320,1926,1,0,3,0,9,3
He hates your neighbor,4.9,147,5280,1968,0,0,0,0,7,3
Shadow of the Vampire,6.9,30520,5520,2000,18,15,45,102,333,2
No half things,6.7,78290,5880,2000,0,0,86,179,313,2
Vatel,6.6,5500,6180,2000,2,2,15,11,44,3
Yasaeng dongmul bohoguyeog,6.4,552,6300,1997,0,0,0,0,2,3
Heroes from the second row,6.5,40468,7080,2000,0,0,65,44,253,2
Marlene,5.8,459,7920,2000,2,0,5,0,4,3
Sign of the Times,6.2,131,6240,1999,0,0,5,0,2,1
Texas Rangers,5.2,4202,5160,2001,0,0,16,503,64,3
The whole truth,6.9,1221,6000,1942,0,0,4,14,36,2
The Amputee,5.6,2762,540,1974,0,0,0,0,14,1
It's Tough to Be a Bug,7.4,487,540,1998,0,0,0,0,8,3
Theresienstadt,4.2,81,1380,1944,0,0,0,0,5,1
Samsara,7.7,4261,8700,2001,6,1,0,0,42,3
Zoolander,6.6,150272,5340,2001,1,9,29,751,506,1
Ice cold angels 2Video,4.3,10845,5220,2000,0,0,16,25,152,2
International Khiladi,4.5,758,10500,1999,0,0,2,13,5,3
Fainaru FantajîVideo,6.6,258,7200,1994,0,0,0,7,7,3
Kings Row,7.8,2522,7620,1942,0,0,8,11,60,3
The little sundress,7.3,318,2700,1999,9,1,0,0,7,2
Scooby-doo and the secret of the witch video,7,2177,4200,1999,0,0,7,0,20,3
humanity,6.8,2375,8880,1999,3,2,5,17,61,2
Victory in the west,6.9,56,6840,1941,0,0,0,0,2,1
The Lady Is Willing,6.3,382,5520,1942,0,0,5,2,14,3
Viehjud Levi,6.9,152,5700,1999,2,2,4,0,1,1
Where your heart beats,6.8,23975,7200,2000,1,2,31,20,232,3
Second Chance - Everything will be fine,5.6,3622,5280,2000,0,0,26,4,45,2
Scooby-Doo's Greatest MysteriesVideo ,7.5,360,6540,2004,0,0,4,0,2,3
Kikujiros summer,7.9,12275,7260,1999,4,3,12,3,84,2
Prophet&#39;s Game - In the Web of Death,5.1,704,6360,2000,0,0,4,0,19,1
On the way with boys,6.5,20008,7920,2001,2,2,27,41,206,3
Rosetta,7.5,6723,5700,1999,9,5,15,60,83,1
Thor - The Invincible Barbarian,2.8,167,5460,1983,0,0,0,0,9,2
Coyote Ugly,5.5,76827,6000,2000,4,4,55,222,374,3
My dearest enemy - Klaus Kinski,7.9,6328,5700,1999,1,2,6,27,39,2
Last exit Hollywood,4.3,214,5400,2000,0,0,6,2,10,1
Zatôichi,7.5,910,6960,1989,0,0,0,0,13,2
Errwege a marriage,8.2,1042,5400,1920,0,0,0,0,24,1
Nazi Agent,6.9,214,4980,1942,0,0,0,0,13,2
Red Mill!,7.7,192074,7620,2001,75,88,184,1755,2302,3
Nippon ichi no horafuki otoko,4.8,9,5580,1964,0,0,0,0,0,2
Sexy Beast,7.3,36000,5340,2000,24,15,30,730,330,3
Greenfingers - tough guys &amp; tender shoots,6.9,4146,5460,2000,0,0,7,6,53,3
The warrior and the empress,7.6,12287,8100,2000,5,19,11,15,149,3
The Next of Kin,6.9,76,6120,1942,1,0,7,0,2,3
Jung wa ying hong,5.8,1375,6960,1999,1,5,11,3,35,3
Spider Attack - Achtbeinige Monster,3.8,1949,5640,2000,0,0,8,29,73,2
Boys and Girls,5.3,11833,5640,2000,0,0,25,220,129,3
Exorcist: The beginning,5.1,25398,6840,2004,0,0,74,119,302,3
Forecast,5.9,14,1260,1945,0,0,0,0,1,1
Sordid Lives,7,2050,6660,2000,5,0,8,37,82,1
Journey from the past,8,9213,7020,1942,1,2,19,0,121,2
Girls United,5.9,58515,5880,2000,2,7,48,1065,375,2
Rent A Man: A man for a few seconds,5.7,50197,5280,1999,0,0,40,71,199,1
The Smokers,2.7,2416,5760,2000,1,1,52,0,83,1
Women Love WomenTV Movie ,7,4699,5760,2000,6,8,12,17,55,2
Save the Last Dance,6.1,40298,6720,2001,6,7,51,151,317,3
Three glorious musketeers,6.7,22,4080,1974,0,0,0,0,1,3
Big Mama&#39;s house,5,55714,5940,2000,1,8,102,183,144,3
Goofy not stop video,6.3,3777,4560,2000,1,1,11,0,31,3
Happy Accidents,7.3,7638,6600,2000,1,1,12,0,94,2
Abbott and Costello among cannibals,7.8,1598,5040,1942,0,0,6,0,23,3
Sex Files: Alien Erotica,6,286,5940,1998,0,0,0,0,12,1
Call Murder - Beyond Morality,7,18615,7560,2000,1,19,108,163,359,2
Disco Dancer,6.3,636,8100,1982,0,0,0,0,7,3
Heavenly hook,7.5,1448,5700,2000,2,1,0,0,8,2
The wind will carry us,7.6,4133,7080,1999,4,4,9,23,39,1
The Cell,6.3,68902,6420,2000,4,18,143,727,662,2
Ginger Snaps,6.8,27791,6480,2000,8,4,11,244,306,2
Pokémon 2 - The power of the individual,6.3,2933,4740,1999,0,0,33,0,23,3
The Snow QueenTV Movie,6.7,1779,10800,2002,1,4,5,248,27,2
Gemini - Deadly twin,7,1580,5040,1999,3,3,4,0,16,3
The big litter,7.8,6664,5220,1942,0,10,22,25,58,3
Jam session-Kikujiro no natsu koshiki kaizokuban,6,62,5700,1999,0,0,0,0,1,1
Zakhm,7.9,1435,7500,1998,4,1,0,0,19,2
Jason X,4.3,32448,5460,2001,0,0,35,255,656,3
Found years,8,4652,7560,1942,1,0,10,13,95,2
Miss Undercover,6.1,105380,6540,2000,7,5,56,294,360,3
Bread and roses,7.1,4034,6600,2000,5,10,16,16,48,1
Pirates in the caribbean sea,6.8,1792,6720,1942,0,2,13,4,38,3
Atomic Hero 4: Citizen Toxie,6.4,3419,6480,2000,0,0,10,15,56,3
Common GroundTV Movie ,7.4,838,6300,2000,0,0,11,0,22,1
Rugrats in Paris,6,6140,4680,2000,2,7,36,11,48,3
Flashing on the Sixties: A Tribal DocumentVideo ,7,23,3120,1990,0,0,3,0,0,2
Tabu,7,5560,6000,1999,10,10,7,4,53,3
The Ace of Hearts,7.1,728,4500,1921,0,0,6,3,27,3
Reunion in France,6.1,856,6240,1942,0,0,10,4,25,3
Heidi Video,6.8,173,2820,1995,0,0,10,2,1,3
The Ladies Man,5.1,9611,5040,2000,0,0,27,69,74,1
The truth if I lie! 2,6.3,1855,6300,2001,1,0,9,0,6,1
Grass,7.2,3102,4800,1999,1,0,7,7,28,2
...and that is just the beginning,5.8,89,5700,2000,0,0,0,0,1,2
Am zin,7.5,3649,5580,1999,5,8,10,0,24,3
Django and Sartana come,5.4,153,5400,1970,0,0,0,0,10,3
